Mês;Unidade;Subprefeitura;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades"
maio;SEL/SEGUR-4         ;ERMELINO MATARAZZO            ;2012.32.229-02;2015-0.225.470-7;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;26/08/2015;;NR2-03;;Z2.;VILA JACUI;;AUTO POSTO ANA CAROLINA LTDA;;AV  SAO MIGUEL 06337 ;10/05/2016;CAIO TAVARES;;;;
maio;SEL/SEGUR-4         ;ERMELINO MATARAZZO            ;2016.08.288-00;2015-0.049.575-8;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;26/02/2015;;NR2-03;;Z2.;JARDIM POPULAR;;AUTO POSTO BAUHAUS LTDA;;AV  JAIME TORRES 000442 ;03/05/2016;;;;;
maio;SEL/SEGUR-4         ;FREGUESIA/ BRASILANDIA         ;2009.38.947-01;2015-0.132.492-2;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;21/05/2015;;NR2-03;;Z6-059.;FREGUESIA DO O;;AUTO POSTO BLUE LTDA;;AV  OTAVIANO ALVES DE LIMA 03600 ;09/05/2016;;;;;
maio;SEL/SEGUR-4         ;FREGUESIA/ BRASILANDIA         ;2014.22.355-01;2015-0.209.111-5;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;11/08/2015;;NR2-03;;Z2.;VL. RICA;;POSTO DE SERVICOS VILA RICA LTDA;;AV  DEP    CANTIDIO SAMPAIO 01000 ;23/05/2016;;;;;
maio;SEL/SEGUR-4         ;FREGUESIA/ BRASILANDIA         ;2014.22.967-01;2015-0.280.415-4;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;20/10/2015;;NR2-03;;Z2.;TIO M GRANDE;;AUTO POSTO SANTA CLARA DE ASSIS LTDA;;R   RAIMUNDO DA CUNHA MATOS 51 LT 1 A 3 QD F SI;10/05/2016;;;;;
maio;SEL/SEGUR-4         ;IPIRANGA                      ;2006.23.053-06;2015-0.310.246-3;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;19/11/2015;;NR2-03;;Z2.;JD CELESTE;;AUTO POSTO COMARIS LTDA;;AV  DO CURSINO 06467 ;09/05/2016;FLAVIO LUIZ ANTONIO;;;;
maio;SEL/SEGUR-4         ;IPIRANGA                      ;2011.18.511-03;2015-0.258.248-8;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;29/09/2015;;NR2-03;;Z3-169.;IPIRANGA;;AUTO POSTO DOM PEDRO LTDA;;R   MANIFESTO 2785 ;09/05/2016;;;;;
maio;SEL/SEGUR-4         ;IPIRANGA                      ;2014.26.733-01;2015-0.331.283-2;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;11/12/2015;;NR2-03;;Z2.;VL BANDEIRANTES;;AUTO POSTO ALAMEDA SACOMA LTDA;;VIA ANCHIETA 02013 ;31/05/2016;;;;;
maio;SEL/SEGUR-4         ;IPIRANGA                      ;2016.08.827-00;2015-0.105.563-8;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;24/04/2015;;NR2-03;;  ;SAO JOAO CLIMACO;;CENTRO COMERCIAL MUNDOCAR LTDA;;R   LEANDRO DE SOUZA 00095 ;12/05/2016;;;;;
maio;SEL/SEGUR-4         ;IPIRANGA                      ;2016.08.831-00;2015-0.287.915-4;RECONSIDERACAO DE DESPACHO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;27/10/2015;;NR2-03;;  ;SAO JOAO CLIMACO;;CENTRO COMERCIAL MUNDOCAR LTDA;;R   LEANDRO DE SOUZA 00095 ;12/05/2016;;;;;
maio;SEL/SEGUR-4         ;IPIRANGA                      ;2016.09.625-00;2016-0.010.930-2;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;15/01/2016;;NR2-03;;Z8-CR4 LIND. Z2.;VILA MONUMENTO;;AUTO POSTO KAN TAN LTDA.;;AV  DOUTOR RICARDO JAFET 00168 ;23/05/2016;CAIO TAVARES;;;;
maio;SEL/SEGUR-4         ;IPIRANGA                      ;2016.09.626-00;2015-0.097.600-4;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;15/04/2015;;NR2-03;;Z8-CR4 LIND. Z2.;VILA MONUMENTO;;AUTO POSTO KAN TAN LTDA.;;AV  DOUTOR RICARDO JAFET 00168 ;23/05/2016;CAIO TAVARES;;;;
maio;SEL/SEGUR-4         ;ITAQUERA                      ;2002.32.000-03;2015-0.241.799-1;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;11/09/2015;;NR2-03;;  ;VL CARMOZINA;;TORQUE COMERCIO VAREJISTA COMBUSTIVEIS LTDA;;AV  JACU-PESSEGO/N.TRABALHADORES 001406 ;23/05/2016;CAIO TAVARES;;;;
maio;SEL/SEGUR-4         ;ITAQUERA                      ;2014.19.117-01;2015-0.223.850-7;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;25/08/2015;;NR2-03;;Z2.;JD. COLONIAL;;BRASIL LESTE AUTO POSTO LTDA;;AV  ARICANDUVA 12950 ;23/05/2016;;;;;
maio;SEL/SEGUR-4         ;ITAQUERA                      ;2014.27.582-01;2015-0.319.141-5;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;01/12/2015;;NR2-03;;Z2.;JD BRASILIA;;POSTO DE SERVICOS NOVA ITAQUERA LTDA;;R   GUIOMAR DE A PENTEADO 000054 LT19 QD8;23/05/2016;;;;;
maio;SEL/SEGUR-4         ;ITAQUERA                      ;2016.05.311-01;2015-0.091.678-8;APOSTILAMENTO DE ALVARA DE APROV. E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;09/04/2015;;NR2-03;;Z2.;SI;;ARISTEU BRAZ DA VEIGA;;R   MARIO FORTE 099999 LT 1 QD O VL ARI;03/05/2016;CAIO TAVARES;;;;
maio;SEL/SEGUR-4         ;ITAQUERA                      ;2016.08.619-00;2010-0.096.498-8;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;07/04/2010;;NR2-03;;Z2.;PRQ SAVOY CITY;;POSTO PASSARELA ARICANDUVA LTDA;;AV  ARICANDUVA 09299 ;09/05/2016;;;;;
maio;SEL/SEGUR-4         ;ITAQUERA                      ;2016.08.620-00;2010-0.096.488-0;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;07/04/2010;;NR2-03;;Z2.;PRQ SAVOY CITY;;POSTO PASSARELA ARICANDUVA LTDA;;AV  ARICANDUVA 09299 ;09/05/2016;;;;;
maio;SEL/SEGUR-4         ;ITAQUERA                      ;2016.08.687-00;2015-0.039.513-3;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;13/02/2015;;"NR2-03; NR1-02";;Z2.;VL CARMOSINA;;CENTRO COMERCIAL PORTAL DE ITAQUERA EIRELI;;AV  ITAQUERA 07597 ;10/05/2016;EDUARDO POSTIGO DOS SANTOS;;;;
maio;SEL/SEGUR-4         ;ITAQUERA                      ;2016.08.699-00;2015-0.128.369-0;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;18/05/2015;;"NR2-03; NR1-02";;Z2.;CIDADE LIDER;;AUTO POSTO SHOPPING ARICANDUVA LTDA;;R   FRANCESCO MELZI 099999 LT 15 QD 11;10/05/2016;CAIO TAVARES;;;;
maio;SEL/SEGUR-4         ;ITAQUERA                      ;2016.10.042-00;2015-0.257.700-0;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;28/09/2015;;NR2-03;;  ;PARQUE DO CARMO;;AUTO POSTO TREVO IDEAL LTDA;;AV  ADRIANO BERTOZZI 00200 ;31/05/2016;;;;;
maio;SEL/SEGUR-4         ;ITAQUERA                      ;2016.10.044-00;2015-0.257.711-5;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;28/09/2015;;NR2-03;;  ;PARQUE DO CARMO;;AUTO POSTO TREVO IDEAL LTDA;;AV  ADRIANO BERTOZZI 00200 ;31/05/2016;;;;;
maio;SEL/SEGUR-4         ;LAPA                          ;1998.27.526-05;2015-0.303.404-2;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;12/11/2015;;NR2-24;;Z6-007.;VILA JAGUARA;;LUMINAR TINTAS E VERNIZES LTDA;;R   IRINEU JOSE BORDON 00408 ;16/05/2016;GUARACI CESAR PEREIRA POLENGHI;;;;
maio;SEL/SEGUR-4         ;LAPA                          ;2001.40.051-07;2015-0.046.437-2;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;24/02/2015;;NR3-02;;Z6-022.;JAGUARE;;AIR BP BRASIL LTDA;;AV  ONOFRIO MILANO 186 ;23/05/2016;;;;;
maio;SEL/SEGUR-4         ;LAPA                          ;2011.03.929-02;2015-0.212.636-9;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;13/08/2015;;NR2-03;;Z6-022.;JAGUARE;;ORION AUTO POSTO LTDA;;AV  JAGUARE 000740 ;16/05/2016;CAIO TAVARES;;;;
maio;SEL/SEGUR-4         ;LAPA                          ;2014.25.276-01;2015-0.333.712-6;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;15/12/2015;;NR2-03;;Z3-065.;LAPA;;CENTRO AUTOMOTIVO IRIS LTDA;;R   BENEDITO CAMPOS MORAIS 00272 282;10/05/2016;;;;;
maio;SEL/SEGUR-4         ;LAPA                          ;2016.08.643-00;2010-0.182.341-5;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;01/07/2010;;NR3;;Z2.;LAPA;;OI MOVEL S/A;;R   GUAIPA 00955 959;09/05/2016;;;;;
maio;SEL/SEGUR-4         ;M BOI MIRIM                   ;2014.19.203-01;2015-0.281.966-6;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;21/10/2015;;NR2-03;;Z2.;VILA DAS BELEZAS;;PORTAL VILA DAS BELEZAS AUTO POSTO LTDA;;ES  DE ITAPECERICA 000662 ;03/05/2016;JOSE CARLOS ABIAD;;;;
maio;SEL/SEGUR-4         ;MOOCA                         ;2011.47.513-02;2015-0.160.647-2;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;19/06/2015;;NR2-03;;Z2.;BELEM;;POSTO DE SERVICO SAGITARIO LTDA.;;R   SILVA TELES 001819 E 1797;16/05/2016;CAIO TAVARES;;;;
maio;SEL/SEGUR-4         ;MOOCA                         ;2013.10.309-02;2015-0.338.385-3;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;18/12/2015;;NR2-03;;Z6-019.;BRAS;;AUTO POSTO DE SERVICOS PETRO MASTER LTDA;;R   GONCALVES DIAS 00417 ;10/05/2016;;;;;
maio;SEL/SEGUR-4         ;MOOCA                         ;2015.18.460-01;2016-0.069.038-2;APOSTILAMENTO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;22/03/2016;;NR2-03;;Z3-094.;TATUAPE;;AUTO POSTO XERETA LTDA;;R   MELO PEIXOTO 01777 ;12/05/2016;;;;;
maio;SEL/SEGUR-4         ;MOOCA                         ;2016.09.158-00;2009-0.365.788-7;RECONSIDERACAO DE DESPACHO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;15/12/2009;;NR2-03;;Z3-129.;TATUAPE;;ABEL MONTEIRO & CIA LTDA;;R   BARAO DO SERRO LARGO 00269 ;17/05/2016;;;;;
maio;SEL/SEGUR-4         ;MOOCA                         ;2016.09.613-00;2015-0.268.227-0;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;07/10/2015;;"NR2-03; NR1-02";;Z3-147.;MOOCA;;AUTO POSTO AVANGARD LTDA;;R   MADRE DE DEUS 01435 ;23/05/2016;EDUARDO POSTIGO DOS SANTOS;;;;
maio;SEL/SEGUR-4         ;PENHA                         ;2012.06.453-03;2015-0.331.098-8;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;11/12/2015;;NR2-03;;Z2.;ITAQUERA;;AUTO POSTO BONNEVILE LTDA ME;;AV  PROFESSOR EDGAR SANTOS 000941 ;31/05/2016;;;;;
maio;SEL/SEGUR-4         ;PENHA                         ;2014.14.453-01;2015-0.165.055-2;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;24/06/2015;;NR2-03;;Z2.;PENHA;;CENTRO AUTOMOTIVO ITINGUÇU LTDA;;R   ITINGUCU 00327 ;09/05/2016;;;;;
maio;SEL/SEGUR-4         ;PENHA                         ;2016.08.289-00;2015-0.293.673-5;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;04/11/2015;;NR2-03;;Z2.;VILA MATILDE;;POSTO DE SERVICOS ELYON LTDA;;R   JOAQUIM MARRA 00458 ;03/05/2016;;;;;
maio;SEL/SEGUR-4         ;PINHEIROS                     ;2003.01.887-05;2015-0.301.534-0;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;11/11/2015;;NR2-03;;Z4-045.;JD PAULISTA;;AUTO POSTO BANDEIRA PAULISTA LTDA;;R   BANDEIRA PAULISTA 356 ;16/05/2016;;;;;
maio;SEL/SEGUR-4         ;PINHEIROS                     ;2007.07.861-03;2015-0.338.125-7;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;18/12/2015;;NR2-03;;Z8-CR4 LIND. Z2.;SUMARE;;AUTO POSTO CARDEAL LTDA.;;AV  DOUTOR ARNALDO 953 ;16/05/2016;;;;;
maio;SEL/SEGUR-4         ;PINHEIROS                     ;2009.33.902-02;2015-0.293.916-5;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;04/11/2015;;NR2-03;;Z8-CR2 LIND. Z4.;JD PAULISTA;;SAO LUIS COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;;AV  SANTO AMARO 999999 650;10/05/2016;;;;;
maio;SEL/SEGUR-4         ;PINHEIROS                     ;2009.35.383-03;2015-0.256.075-1;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;25/09/2015;;NR2-03;;Z9-021.;VILA BEATRIZ;;AUTO POSTO AJG LTDA;;R   MIGUEL RODRIGUES 00028 ;10/05/2016;;;;;
maio;SEL/SEGUR-4         ;PINHEIROS                     ;2012.12.840-01;2015-0.302.853-0;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;12/11/2015;;NR3-04;;Z2.;ED JK FINANCIAL CENT;;CONDOMINIO EDIFICIO JK FINANCIAL CENTER;;AV  PRES JUSCELINO KUBITSCHEK 00510 SL 102 E 16 VGS;03/05/2016;;;;;
maio;SEL/SEGUR-4         ;PINHEIROS                     ;2012.46.878-02;2015-0.312.498-0;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;24/11/2015;;NR2-03;;99058018.;JARDIM DAS BANDEIRAS;;AUTO POSTO INVICTO LTDA.;;R   HEITOR PENTEADO 00285 ;16/05/2016;KARIN MICHELLE DORO PAZZINI;;;;
maio;SEL/SEGUR-4         ;PINHEIROS                     ;2013.14.877-02;2015-0.300.563-8;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;10/11/2015;;NR2-03;;  ;JARDIM PAULISTA;;MAXICAR AUTO SERVICO LTDA;;AV  NOVE DE JULHO 3043 ;16/05/2016;;;;;
maio;SEL/SEGUR-4         ;PINHEIROS                     ;2016.08.618-00;2015-0.230.224-8;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;31/08/2015;;NR2-08;;  ;ITAIM BIBI;;CONDOMINIO EDIFICIO SECULUM;;AV  BRIGADEIRO FARIA LIMA 3144 ;09/05/2016;;;;;
maio;SEL/SEGUR-4         ;PINHEIROS                     ;2016.10.046-00;2014-0.199.074-2;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;22/07/2014;;NR2-03;;Z8-CR1-I LIND. Z2.;PINHEIROS;;AUTO POSTO JARDIM EUROPA LTDA;;AV  CIDADE JARDIM 172 ;31/05/2016;JULIO ANTONIO PEREZ VERA;;;;
maio;SEL/SEGUR-4         ;PIRITUBA                      ;2016.08.641-00;2015-0.179.551-8;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;08/07/2015;;NR2-03;;Z2.;PIRITUBA;;TRIANGULO AUTO POSTO LTDA;;AV  CABO ADAO PEREIRA 000002 ;09/05/2016;;;;;
maio;SEL/SEGUR-4         ;PIRITUBA                      ;2016.10.027-00;2015-0.083.650-4;RECONS. DE DESPACHO DE ALVARA DE APROV. E EXEC. P/ INSTALACAO DE EQUIPAMENTO;31/03/2015;;NR2-03;;Z2.;VILA MANGALOT;;AUTO POSTO MALAGA LTDA;;AV  ELISIO CORDEIRO DE SIQUEIRA 652 ;31/05/2016;FLAVIO LUIZ ANTONIO;;;;
maio;SEL/SEGUR-4         ;SANTANA/ TUCURUVI              ;2003.43.173-06;2015-0.315.633-4;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;26/11/2015;;NR2-03;;Z2.;SANTANA;;AUTO POSTO LUTAIF LTDA;;AV  LUIZ DUMONT VILLARES 1159 ;23/05/2016;CAIO TAVARES;;;;
maio;SEL/SEGUR-4         ;SANTO AMARO                   ;2004.02.754-06;2015-0.340.435-4;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;22/12/2015;;NR2-03;;Z3-206.;CHAC. STO. ANTONIO;;GIBRALTAR GASOLINAS E SERVICOS AUTOMATIVOS LTDA;;R   AMERICO BRASILIENSE 1729 ;23/05/2016;;;;;
maio;SEL/SEGUR-4         ;SANTO AMARO                   ;2009.01.742-02;2015-0.295.659-0;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;05/11/2015;;NR2-03;;Z10-012.;CAMPO BELO;;PARAKI AUTO POSTO LTDA;;R   VIEIRA DE MORAIS 01029 ;09/05/2016;LUCIANE MONTANINI BALMACEDA;;;;
maio;SEL/SEGUR-4         ;SANTO AMARO                   ;2009.15.373-03;2015-0.340.296-3;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;22/12/2015;;NR2-03;;Z8-CR4 LIND. Z9.;SANTO AMARO;;POSTO NOSSA SENHORA DO PERPETUO SOCORRO LTDA;;AV  WASHINGTON LUIS 3349 ;03/05/2016;;;;;
maio;SEL/SEGUR-4         ;SANTO AMARO                   ;2011.14.864-02;2015-0.315.491-9;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;26/11/2015;;NR2-03;;Z2.;CAMPO GRANDE;;CENTRO AUTOMOTIVO UDINE LTDA;;AV  YERVANT KISSAJIKIAN 00680 LTS.1,2,3 E 4;10/05/2016;;;;;
maio;SEL/SEGUR-4         ;SANTO AMARO                   ;2013.34.078-01;2016-0.075.928-5;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;30/03/2016;;NR2-03;;Z6-039.;STO AMARO;;BRASILPREV SEGUROS E PREVIDENCIA S/A;;R   ALEXANDRE DUMAS 01671 ;31/05/2016;;;;;
maio;SEL/SEGUR-4         ;SAO MATEUS                    ;2016.08.644-00;2015-0.278.629-6;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;19/10/2015;;NR2-03;;Z2.;JD SAO CRISTOVAO;;IRMAOS TAKATA LTDA;;AV  RIO DAS PEDRAS 03711 3729;09/05/2016;JOSE ALVES DE OLIVEIRA;;;;
maio;SEL/SEGUR-4         ;SAO MIGUEL                    ;2001.36.563-03;2015-0.005.248-1;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;08/01/2015;;NR2-03;;Z2.;SAO MIGUEL PAULISTA;;BAMBINI AUTO CENTER LTDA;;AV  SAO MIGUEL 008701 8703 8705 8707;04/05/2016;;;;;
maio;SEL/SEGUR-4         ;SAO MIGUEL                    ;2012.01.304-02;2015-0.246.009-9;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;16/09/2015;;NR2-03;;Z2.;CUI;;AUTO POSTO VITRINE II LTDA;;R   AMERICO SUGAI 000522 JTO AO N22 VL JA;09/05/2016;KARIN MICHELLE DORO PAZZINI;;;;
maio;SEL/SEGUR-4         ;SE                            ;2004.36.487-05;2015-0.185.943-5;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;17/07/2015;;NR2-03;;Z4-018.;SANTA CECILIA;;AUTO POSTO VEIGA FILHO LTDA;;R   CONSELHEIRO BROTERO 01469 ;10/05/2016;;;;;
maio;SEL/SEGUR-4         ;SE                            ;2008.40.446-05;2016-0.009.446-1;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;14/01/2016;;NR2-03;;Z3-118.;CONSOLACAO;;AUTO POSTO NONINHA LTDA;;R   DA CONSOLACAO 00785 ;31/05/2016;GUARACI CESAR PEREIRA POLENGHI;;;;
maio;SEL/SEGUR-4         ;SE                            ;2009.40.662-03;2015-0.305.185-0;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;13/11/2015;;NR2-03;;Z8-200-095.;LIBERDADE;;AUTO POSTO NAKIA LTDA;;R   PEDROSO 00288 ;16/05/2016;;;;;
maio;SEL/SEGUR-4         ;SE                            ;2011.42.457-03;2015-0.258.451-0;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;29/09/2015;;NR2-03;;Z5-003.;CONSOLACAO;;AUTO POSTO BELA CINTRA LTDA;;R   FERNANDO DE ALBUQUERQUE 00216 ;10/05/2016;;;;;
maio;SEL/SEGUR-4         ;SE                            ;2012.23.092-02;2015-0.240.532-2;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;10/09/2015;;NR2-03;;Z3-087.;BARRA FUNDA;;POSTO PAULICEIA LIMITADA;;AL  EDUARDO PRADO 00874 ;10/05/2016;;;;;
maio;SEL/SEGUR-4         ;SE                            ;2016.10.031-00;2016-0.028.434-1;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;04/02/2016;;NR2-03;;Z12-001.;BELA VISTA;;EMANUELA AUTO POSTO LTDA;;PC  QUATORZE BIS 00027 ;31/05/2016;;;;;
maio;SEL/SEGUR-4         ;VILA MARIA/ VILA GUILHERME     ;2012.10.277-03;2015-0.332.087-8;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;14/12/2015;;NR2-24;;Z2.;VILAIZOLINA;;OTTO BAUMGART INDUSTRIA E COMERCIO S/A;;R   CORONEL MARCILIO FRANCO 01063 ;09/05/2016;LUIZ CARLOS SANCHES;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2001.11.480-04;2015-0.333.738-0;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;15/12/2015;;NR2-03;;Z8-CR1-I LIND. Z1.;MOEMA;;POSTO DE SERVICOS INDIANOPOLIS LTDA.;;AV  INDIANOPOLIS 00923 ;04/05/2016;;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2007.06.874-04;2015-0.245.807-8;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;16/09/2015;;NR2-03;;Z2.;MOEMA;;AUTO POSTO FL 1 LTDA;;R   MANUEL DA NOBREGA 1360 ;10/05/2016;;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2008.50.904-04;2015-0.307.679-9;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;17/11/2015;;NR2-03;;  ;MOEMA;;AUTO POSTO AGULHAS NEGRAS LTDA ME;;AV  VINTE E TRES DE MAIO 003115 ;23/05/2016;;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2010.07.887-04;2015-0.326.646-6;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;08/12/2015;;NR2-03;;Z4-048.;VILA NOVA CONCEICAO;;AUTO POSTO SAO BENTO LTDA;;R   JACQUES FELIX 00752 ;10/05/2016;;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2010.38.435-02;2015-0.301.527-7;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;11/11/2015;;NR2-03;;Z5-004.;PARAISO;;PAULISTA CENTER AUTO POSTO LTDA;;AV  BERNARDINO DE CAMPOS 00307 ;10/05/2016;ARY BODO DE CARVALHO FILHO;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2011.18.156-03;2016-0.010.731-8;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;15/01/2016;;NR2-03;;Z3-151.;PARAISO;;AUTO POSTO OSCAR PORTO LTDA;;R   TOMAS CARVALHAL 00412 ;16/05/2016;;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2014.18.968-01;2015-0.333.887-4;REVALIDACAO DE ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;15/12/2015;;NR2-03;;Z2.;VILA MARIANA;;AUTO POSTO RODRIGUES DE FREITAS LTDA;;R   SANTA CRUZ 00467 ;04/05/2016;;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2016.09.052-00;2009-0.324.465-5;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;06/11/2009;;NR2-03;;Z3-239.;VILA MARIANA;;AUTO POSTO METRO VILA MARIANA LTDA;;AV  PROFESSOR NOE AZEVEDO 01555 ;16/05/2016;;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2016.09.054-00;2010-0.202.632-2;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;23/07/2010;;NR2-03;;Z3-239.;VILA MARIANA;;AUTO POSTO METRO VILA MARIANA LTDA;;AV  PROFESSOR NOE AZEVEDO 01555 ;16/05/2016;;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2016.09.059-00;2015-0.111.562-2;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;30/04/2015;;NR2-03;;Z2.;VILA MARIANA;;TUTOIA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;;R   TUTOIA 000780 ;16/05/2016;JOSE CARLOS ABIAD;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2016.09.150-00;2015-0.181.898-4;ALVARA DE FUNCIONAMENTO DE EQUIPAMENTO;14/07/2015;;NR2-03;;Z2.;VILA MARIANA;;TUTOIA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;;R   TUTOIA 000780 ;17/05/2016;JOSE CARLOS ABIAD;;;;
maio;SEL/SEGUR-4         ;VILA MARIANA                  ;2016.09.615-00;2015-0.064.795-7;ALVARA DE APROVACAO E EXECUCAO PARA INSTALACAO DE EQUIPAMENTO;12/03/2015;;NR2-03;;Z2.;VILA MARIANA;;POSTO TOPAZIO LTDA;;R   PAULA NEY 352 ;23/05/2016;;;;;
