Mês ;Unidade;Subprefeitura;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades";;;
Junho;SMUL/SEGUR/DLR      ;ARICANDUVA/ FORMOSA/ CARRAO     ;2018.09.212-00;2018-0.039.560-0;ALVARA DE AUTORIZACAO;17/04/2018;055.389.0003-7;NR3-04;;Z2.;VILA CARRAO;;CASA DOS ACORES;;R   DENTISTA BARRETO 01282 ;08/06/2018;"JOSE MARCOS CORREA; MARCELO FERREIRA LEME";;;;;;;
Junho;SMUL/SEGUR/DLR      ;ARICANDUVA/ FORMOSA/ CARRAO     ;2018.10.158-00;2018-0.030.896-1;ALVARA DE AUTORIZACAO;23/03/2018;054.292.0005-0;NR3-04;;ZONA DE CENTRALIDADE POLAR - A.;JARD. ANALIA FRANCO;;ALPHA FM LTDA;;AV  REGENTE FEIJO 1739 SHOP.ANALIA FRANCO;21/06/2018;"PAULO HOSHINO                                               ; MESAQUE MOTA BISPO";;MESAQUE MOTA BISPO;;;;;
Junho;SMUL/SEGUR/DLR      ;ARICANDUVA/ FORMOSA/ CARRAO     ;2018.10.317-00;2018-0.046.866-7;ALVARA DE AUTORIZACAO;07/05/2018;054.292.0005-0;NR3-04;;Z2.;JARD. ANALIA FRANCO;;ALPHA FM LTDA;;AV  REGENTE FEIJO 1739 SHOP.ANALIA FRANCO;25/06/2018;MESAQUE MOTA BISPO;;MESAQUE MOTA BISPO;;;;;
Junho;SMUL/SEGUR/DLR      ;ARICANDUVA/ FORMOSA/ CARRAO     ;2018.10.575-00;2018-0.051.854-0;ALVARA DE AUTORIZACAO;18/05/2018;054.292.0005-0;NR2-08;;Z2.;JARD. ANALIA FRANCO;;ICELAND - 10 PRODUÇÕES E ENTRETENIMENTO - EIRELI;;AV  REGENTE FEIJO 1739 SHOP.ANALIA FRANCO;28/06/2018;SANDRA CARDOSO DA SILVA BISPO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;BUTANTA                       ;2018.08.879-00;2018-0.040.549-5;ALVARA DE AUTORIZACAO;19/04/2018;200.058.0001-1;NR3-04;;ZONA DE OCUPACAO ESPECIAL.;CIDADE JARDIM;;CASA COR PROMOÇÕES E COMERCIAL LTDA;;AV  LINEU DE PAULA MACHADO 1263 JOCKEY CLUB;05/06/2018;"LUIZ CARLOS MARCATO; ANDRE EIRA IAGUE";;;;;;;
Junho;SMUL/SEGUR/DLR      ;BUTANTA                       ;2018.08.988-00;2018-0.036.384-9;ALVARA DE AUTORIZACAO;06/04/2018;200.058.0001-1;NR3-04;;Z8-AV8-017.;CIDADE JARDIM;;TATICA - MARKETING ESPORTIVO EIRELI;;AV  LINEU DE PAULA MACHADO 1263 JOCKEY CLUB;06/06/2018;JOSE EDUARDO DO NASCIMENTO;;JOSE EDUARDO DO NASCIMENTO;;;;;
Junho;SMUL/SEGUR/DLR      ;BUTANTA                       ;2018.09.974-00;2018-0.041.571-7;ALVARA DE AUTORIZACAO;23/04/2018;200.058.0001-1;NR3-04;;ZONA DE OCUPACAO ESPECIAL.;CIDADE JARDIM;;MULTICASE SHOWS E EVENTOS LTDA - EPP;;AV  LINEU DE PAULA MACHADO 1263 JOCKEY CLUB;19/06/2018;FAUSTO ARANTES RECHE;;;;;;;
Junho;SMUL/SEGUR/DLR      ;BUTANTA                       ;2018.10.314-00;2018-0.033.155-6;ALVARA DE AUTORIZACAO;29/03/2018;123.164.0062-1;NR3-04;;Z1-014.;PARAISOPOLIS;;FUNDACAO VISCONDE DE PORTO SEGURO;;R   CLEMENTINE BRENNE 00030 FLORIA P SANT 55;25/06/2018;THALITA GROSSO DE OLIVEIRA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;BUTANTA                       ;2018.10.696-00;2018-0.054.254-9;ALVARA DE AUTORIZACAO;25/05/2018;123.128.0001-1;NR3-04;;ZONA DE CENTRALIDADE LINEAR 2 EM ZER.;JARDIM LEONOR;;UNYCO MARKETING ESPORTIVO LTDA;;PC  ROBERTO GOMES PEDROSA 00001 ESTADIO MORUMBI /;29/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;CAMPO LIMPO                   ;2018.10.439-00;2018-0.049.107-3;ALVARA DE AUTORIZACAO;11/05/2018;301.074.0304-5;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;CHACARA TANGARA;;AH EVENTOS E PRODUCOES LTDA;;R   DEPUTADO LAERCIO CORTE 1501 PARQUE BURLE MARX;26/06/2018;CLAUDIO RODRIGUES BEDUSCKI;;;;;;;
Junho;SMUL/SEGUR/DLR      ;CAMPO LIMPO                   ;2018.10.440-00;2018-0.033.158-0;ALVARA DE AUTORIZACAO;29/03/2018;301.071.0005-0;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;VILA ANDRADE;;FUNDACAO VISCONDE DE PORTO SEGURO;;R   ITAPAIUNA 1355 ;26/06/2018;THALITA GROSSO DE OLIVEIRA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;CAPELA DO SOCORRO             ;2018.07.990-01;2018-0.055.315-0;RENOVACAO DE ALVARA DE AUTORIZACAO;29/05/2018;162.051.0161-1;NR3-04;;Z8-024.;INTERLAGOS;;ASSOCIACAO DOS PILOTOS DE MOTOVELOCIDADE-APM;;AV  SENADOR TEOTONIO VILELA 261 AUTODROMO /;26/06/2018;THALITA GROSSO DE OLIVEIRA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;CAPELA DO SOCORRO             ;2018.08.983-00;2018-0.039.781-6;ALVARA DE AUTORIZACAO;17/04/2018;093.103.0018-3;NR3-04;;Z6-045.;VILA SOCORRO;;ESPERANCA PRODUCOES CIRCENSES LTDA;;AV  GUARAPIRANGA 000752 SHOP.FIESTA-EST.DESC;06/06/2018;ELY GOMES DOS SANTOS;;ELY GOMES DOS SANTOS;;;;;
Junho;SMUL/SEGUR/DLR      ;CAPELA DO SOCORRO             ;2018.09.209-00;2018-0.048.566-9;ALVARA DE AUTORIZACAO;10/05/2018;162.051.0161-1;NR3-04;;ZONA DE OCUPACAO ESPECIAL.;INTERLAGOS;;MAIS BRASIL ESPORTES,EVENTOS E COMERCIO LTDA;;AV  SENADOR TEOTONIO VILELA 261 AUTODROMO /;08/06/2018;THALITA GROSSO DE OLIVEIRA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;CASA VERDE/ CACHOEIRINHA       ;2018.08.882-00;2018-0.027.879-5;ALVARA DE AUTORIZACAO;16/03/2018;306.079.0187-7;NR3-04;;Z2.;CASA VERDE;;AS EVENTOS LTDA-EPP;;R   SAMARITA 230 C EVENTOS PRO MAGNO/;05/06/2018;"LUIZ CARLOS MARCATO; ANDRE EIRA IAGUE";;;;;;;
Junho;SMUL/SEGUR/DLR      ;CASA VERDE/ CACHOEIRINHA       ;2018.08.883-00;2018-0.036.369-5;ALVARA DE AUTORIZACAO;06/04/2018;306.079.0187-7;NR3-04;;ZONA PREDOMINANTEMENTE INDUSTRIAL.;CASA VERDE;;TRILHAS MARKETING E EVENTOS LTDA EPP;;R   SAMARITA 230 C EVENTOS PRO MAGNO/;05/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;CASA VERDE/ CACHOEIRINHA       ;2018.10.219-00;2018-0.031.945-9;ALVARA DE AUTORIZACAO;27/03/2018;306.079.0187-7;NR3-04;;Z2.;CASA VERDE;;AS EVENTOS LTDA-EPP;;R   SAMARITA 230 C EVENTOS PRO MAGNO/;22/06/2018;"LUIZ CARLOS MARCATO; THAINA TAVARES ARAUJO                                       ; ANDRE EIRA IAGUE";;;;;;;
Junho;SMUL/SEGUR/DLR      ;CASA VERDE/ CACHOEIRINHA       ;2018.10.321-00;2018-0.046.191-3;ALVARA DE AUTORIZACAO;04/05/2018;306.079.0187-7;NR3-04;;Z2.;CASA VERDE;;PRO MAGANO EMPREENDIMENTOS E PARTICIPAÇÕES S.A;;R   SAMARITA 230 C EVENTOS PRO MAGNO/;25/06/2018;CLAUDIO RODRIGUES BEDUSCKI;;;;;;;
Junho;SMUL/SEGUR/DLR      ;GUAIANASES                    ;2018.08.873-00;2018-0.035.207-3;ALVARA DE AUTORIZACAO;04/04/2018;115.080.0396-2;NR2-08;;Z2.;GUAIANASES;;A.T.  PINHEIRO EVENTOS - ME;;ES    ITAQUERA-GUAIANASES 251 ;05/06/2018;"ELY GOMES DOS SANTOS; JOAO INES GOMES";;;;;;;
Junho;SMUL/SEGUR/DLR      ;IPIRANGA                      ;2018.08.976-00;2018-0.035.795-4;ALVARA DE AUTORIZACAO;05/04/2018;158.011.0007-4;NR3-04;;Z8-018.;JABAQUARA;;CIPA FIERA MILANO PUBLICAÇÕES E EVENTOS LTDA;;AV  MIGUEL ESTEFNO 3900 SAO PAULO EXPO /;06/06/2018;WESLANIA PAULA DOS SANTOS;;;;;;;
Junho;SMUL/SEGUR/DLR      ;IPIRANGA                      ;2018.08.981-00;2018-0.031.941-6;ALVARA DE AUTORIZACAO;27/03/2018;158.011.0007-4;NR3-04;;ZONA ESPECIAL DE PRESERVACAO.;JABAQUARA;;NUERNBERGMESSE BRASIL - FEIRAS E CONGRESSOS LTDA;;AV  MIGUEL ESTEFNO 3900 SAO PAULO EXPO /;06/06/2018;"ANDRE EIRA IAGUE; LUIZ CARLOS MARCATO";;LUIZ CARLOS MARCATO;;;;;
Junho;SMUL/SEGUR/DLR      ;LAPA                          ;2018.08.876-00;2018-0.034.428-3;ALVARA DE AUTORIZACAO;03/04/2018;079.396.0066-4;NR3-04;;ZONA PREDOMINANTEMENTE INDUSTRIAL.;JAGUARE;;MONCHU PARTICIPACOES E EVENTOS LTDA.;;AV  ALEXANDRE MACKENZIE 619 ;05/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;LAPA                          ;2018.08.877-00;2018-0.037.620-7;ALVARA DE AUTORIZACAO;11/04/2018;022.086.0269-2;NR3-04;;CLUBE ESPORTIVO SOCIAL.;AGUA BRANCA;;T4F ENTRETENIMENTO S/A;;R   PALESTRA ITALIA 214 ;05/06/2018;ANTONIO CRUVINEL;;;;;;;
Junho;SMUL/SEGUR/DLR      ;LAPA                          ;2018.08.984-00;2018-0.040.273-9;ALVARA DE AUTORIZACAO;18/04/2018;022.086.0269-2;NR3-04;;Z2.;AGUA BRANCA;;SRCOM SP ENTRETENIMENTO E COMUNICAÇÃO LTDA;;R   PALESTRA ITALIA 214 ;06/06/2018;MESAQUE MOTA BISPO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;LAPA                          ;2018.09.211-00;2018-0.044.654-0;ALVARA DE AUTORIZACAO;02/05/2018;021.115.0001-1;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - B.;/ BARRA FUNDA;;INSTITUTO EMPRENDER ENDEAVOR BRASIL;;AV  AURO SOARES DE MOURA ANDRADE 664 MEMORIAL PC. CIVICA;08/06/2018;JOSE EDUARDO DO NASCIMENTO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;LAPA                          ;2018.09.971-00;2018-0.048.829-3;ALVARA DE AUTORIZACAO;10/05/2018;021.115.0001-1;NR3-04;;ZONA ESPECIAL DE PRESERVACAO CULTURAL.;/ BARRA FUNDA;;PRESENÇA DA AMERICANA LATINA - PAL;;AV  AURO SOARES DE MOURA ANDRADE 664 MEMORIAL PC. CIVICA;19/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;LAPA                          ;2018.10.211-00;2018-0.034.432-1;ALVARA DE AUTORIZACAO;03/04/2018;021.115.0001-1;NR3-04;;Z4-067.;/ BARRA FUNDA;;MARCIO CARNEIRO ALVARES EVENTOS ME;;AV  AURO SOARES DE MOURA ANDRADE 664 MEMORIAL PC. CIVICA;22/06/2018;"SANDRA CARDOSO DA SILVA BISPO                               ; MESAQUE MOTA BISPO";;;;;;;
Junho;SMUL/SEGUR/DLR      ;LAPA                          ;2018.10.577-00;2018-0.050.762-0;ALVARA DE AUTORIZACAO;16/05/2018;197.015.0054-6;NR3-04;;Z6-011.;BARRA FUNDA;;AH EVENTOS E PRODUÇOES LTDA;;R   DOUTOR MOISES KAHAN 00191 ;28/06/2018;;;CLAUDIO RODRIGUES BEDUSCKI;;;;;
Junho;SMUL/SEGUR/DLR      ;LAPA                          ;2018.10.578-00;2018-0.035.217-0;ALVARA DE AUTORIZACAO;04/04/2018;022.078.0042-3;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - B.;PERDIZES;;INSTITUTO DAS APÓSTOLAS DO SAGRADO CORAÇÃO DE JESUS;;R   CARAIBAS 882 PATIO E QUADRAS /;28/06/2018;ANTONIO ALVES SERRA;;ANTONIO ALVES SERRA;;;;;
Junho;SMUL/SEGUR/DLR      ;LAPA                          ;2018.10.692-00;2018-0.062.459-6;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;20/06/2018;021.004.0151-3;NR3-04;;Z4-067.;BARRA FUNDA;;ASSOCIACAO EDUCACIONAL NOVE DE JULHO;;AV  DOUTOR ADOLPHO PINTO 109 ;29/06/2018;"MARCELO DE OLIVEIRA; MARCELO GUIMARAES SIMONATO";;;;;;;
Junho;SMUL/SEGUR/DLR      ;MOOCA                         ;2018.08.878-00;2018-0.040.046-9;ALVARA DE AUTORIZACAO;18/04/2018;017.103.0046-9;NR3-04;;Z2.;CANINDE;;TOP ENTRETENIMENTO LTDA-EPP;;R   PASCOAL RANIERI 33 AREA EVENTOS VILAGE;05/06/2018;FAUSTO ARANTES RECHE;;FAUSTO ARANTES RECHE;;;;;
Junho;SMUL/SEGUR/DLR      ;MOOCA                         ;2018.09.208-00;2018-0.042.864-9;ALVARA DE AUTORIZACAO;26/04/2018;027.054.0001-1;NR3-04;;ZONA DE CENTRALIDADE POLAR - A.;BELENZINHO;;IGREJA EVANGELICA ASSEMBLEIA DE DEUS EM SAO PA;;AV  ALCANTARA MACHADO 03076 E 3138;08/06/2018;WILSON PEREIRA DA COSTA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;MOOCA                         ;2018.09.210-00;2018-0.049.742-0;ALVARA DE AUTORIZACAO;14/05/2018;002.044.0048-1;NR3-04;;ZONA DE CENTRALIDADE POLAR - B.;BRAS;;ASSOCIACAO BENEFICENTE SAO VITO MARTIR;;R   FERNANDES SILVA 00096 ;08/06/2018;JAQUELINE COELHO COSTA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;MOOCA                         ;2018.10.216-00;2018-0.052.528-8;ALVARA DE AUTORIZACAO;22/05/2018;017.103.0046-9;NR3-04;;Z2.;CANINDE;;AGENCIA PLAY PRODUÇOES E PARTICIPAÇOES LTDA;;R   PASCOAL RANIERI 33 AREA EVENTOS VILAGE;22/06/2018;MESAQUE MOTA BISPO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;MOOCA                         ;2018.10.217-00;2018-0.048.835-8;ALVARA DE AUTORIZACAO;10/05/2018;002.040.0001-7;NR3-04;;Z2.;BRAS;;LETICIA FRUNGILLO PRODUCOES;;R   DO BUCOLISMO 81 N. 77 /;22/06/2018;"SANDRA CARDOSO DA SILVA BISPO                               ; MESAQUE MOTA BISPO";;;;;;;
Junho;SMUL/SEGUR/DLR      ;MOOCA                         ;2018.10.322-00;2018-0.049.386-6;ALVARA DE AUTORIZACAO;11/05/2018;027.086.0014-1;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;MOOCA;;ASSOCIACAO BRASILEIRA DE PRESERVACAO FERROVIARIA;;R   DOUTOR ALMEIDA LIMA 0 PROX. VD A MACHADO /;25/06/2018;NAIARA ROBERTA ROSIN;;;;;;;
Junho;SMUL/SEGUR/DLR      ;MOOCA                         ;2018.10.698-00;2018-0.044.679-5;ALVARA DE AUTORIZACAO;02/05/2018;027.085.0001-5;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;MOOCA;;INSTIT. DE PRESERV. E DIF. DA HIST. DO CAFÉ E DA IMIGRAÇÃO;;R   VISCONDE DE PARNAIBA 1316 MUSEU DA IMIGRAÇÃO /;29/06/2018;"ANTONIO EDUARDO MANZI CANDIDO; ANDRE MAIA; FRANCISCO DE ASSIS DO NASCIMENTO; ANDRE EIRA IAGUE; ELTON DE ARAUJO AUGUSTO; VINICIUS FERREIRA DE OLIVEIRA; RODRIGO DA SILVA VIEIRA; JOSE EDUARDO DO NASCIMENTO";;JOSE EDUARDO DO NASCIMENTO;;;;;
Junho;SMUL/SEGUR/DLR      ;PENHA                         ;2012.03.625-01;2018-0.005.787-0;APOSTILAMENTO DE ALVARA DE FUNCIONAMENTO DE LOCAL DE REUNIAO;19/01/2018;062.245.0007-1;NR3-04;;ZONA DE CENTRALIDADE POLAR - A.;PENHA;;FEDERACAO PAULISTA DE FUTEBOL DE SALAO;;AV  CONDESSA E.DE ROBIANO 05120 ;07/06/2018;ROBERTO CARLOS COSTA MIRANDA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;PENHA                         ;2018.08.885-00;2018-0.005.787-0;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;19/01/2018;062.245.0007-1;NR3-04;;ZONA DE CENTRALIDADE POLAR - A.;PENHA;;FEDERACAO PAULISTA DE FUTEBOL DE SALAO;;AV  CONDESSA E.DE ROBIANO 05120 ;05/06/2018;ROBERTO CARLOS COSTA MIRANDA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;PENHA                         ;2018.10.214-00;2018-0.048.292-9;ALVARA DE AUTORIZACAO;09/05/2018;143.072.1062-9;NR3-04;;ZONA MISTA DE BAIXA DENSIDADE.;ITAQUERA;;SAO PAULO SECRETARIA MUNICIPAL DE CULTURA;;AV  MIGUEL IGNACIO CURI 111 ARENA CORINTHIANS / ;22/06/2018;;;JOSE EDUARDO DO NASCIMENTO;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.08.761-00;2018-0.042.397-3;ALVARA DE FUNCIONAMENTO DE LOCAL DE REUNIAO;25/04/2018;085.421.0039-5;NR3-04;;ZONA DE CENTRALIDADE LINEAR - B.;BROOKLIN;;JM BUFFET E EVENTOS LTDA;;R   QUINTANA 755 ;04/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.08.880-00;2018-0.041.966-6;ALVARA DE AUTORIZACAO;24/04/2018;299.148.0001-5;NR3-04;;ZONA DE CENTRALIDADE LINEAR - A.;VL. NOVA CONCEIÇÃO;;CASAR EVENTOS LTDA ME;;AV  PRES JUSCELINO KUBITSCHEK 2041 TERCEIRO PISO/;05/06/2018;MESAQUE MOTA BISPO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.08.977-00;2018-0.044.082-7;ALVARA DE AUTORIZACAO;27/04/2018;096.040.0001-2;NR3-04;;ZONA NAO DEFINIDA.;ALTO DE PINHEIROS;;SWELL ATIVIDADES E ESPORTES DE ACAO LTDA - ME;;AV  PROF FONSECA RODRIGUES 1655 PARQUE VILLA LOBOS /;06/06/2018;WESLANIA PAULA DOS SANTOS;;;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.09.642-00;2018-0.027.896-5;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;16/03/2018;083.220.0178-9;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - B.;PINHEIROS;;SERVICO SOCIAL DO COMERCIO - SESC;;R   PAIS LEME 00195 ;14/06/2018;"AMILCAR JOAO GAY FILHO; LUIZ WANDERLEY DE MOURA";;;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.09.973-00;2018-0.042.507-0;ALVARA DE AUTORIZACAO;25/04/2018;096.128.0003-0;NR3-04;;Z8-040/01.;ALTO DE PINHEIROS;;OUTRA PRAIA PROJETOS CULTURAIS LTDA;;AV  PROF FONSECA RODRIGUES 2001 PARQUE VILA LOBOS /;19/06/2018;"THAINA TAVARES ARAUJO                                       ; ANDRE EIRA IAGUE; LUIZ CARLOS MARCATO";;LUIZ CARLOS MARCATO;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.10.155-00;2018-0.021.896-2;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;02/03/2018;016.137.0004-0;NR2-01;;ZONA MISTA DE MEDIA DENSIDADE.;JARDIM PAULISTA;;BRASSERIE E ROTISSERIE VICTORIA LTDA;;AV  PRES JUSCELINO KUBITSCHEK 545 ;21/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.10.206-00;2018-0.045.671-5;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;04/05/2018;299.088.0017-3;NR3-04;;Z8-CR4 LIND. Z2.;VL OLIMPIA;;PIMELO RESTAURANTE LTDA EPP;;AV  DOUTOR CARDOSO DE MELO 1433 ;22/06/2018;;;;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.10.213-00;2018-0.045.938-2;ALVARA DE AUTORIZACAO;04/05/2018;010.081.0004-8;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - B.;JARDIM PAULISTA;;B2S MARKETING ESPORTIVO LTDA EPP;;AV  PAULISTA 01811 CASA PAULISTA;22/06/2018;VICENZO ZARATIN;;;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.10.223-00;2018-0.041.780-9;ALVARA DE AUTORIZACAO;24/04/2018;096.128.0003-0;NR3-04;;Z8-040/01.;ALTO DE PINHEIROS;;AGENCIA 96 COMUNICACAO LTDA;;AV  PROF FONSECA RODRIGUES 2001 PARQUE VILA LOBOS /;22/06/2018;"EMILIO IONATA; PAULO DE FREITAS LUNA; GILSON PEREIRA DOS SANTOS; PAULO ROBERTO MONTEIRO";;;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.10.319-00;2018-0.049.950-3;ALVARA DE AUTORIZACAO;14/05/2018;299.148.0001-5;NR2-08;;ZONA DE CENTRALIDADE LINEAR - A.;VL. NOVA CONCEIÇÃO;;MULTICASE SHOWS E EVENTOS LTDA - EPP;;AV  PRES JUSCELINO KUBITSCHEK 2041 TERCEIRO PISO/;25/06/2018;FAUSTO ARANTES RECHE;;;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.10.695-00;2018-0.054.327-8;ALVARA DE AUTORIZACAO;25/05/2018;014.023.0001-8;NR3-04;;Z8-AV8-015.;JARDIM PAULISTA;;CLUB ATHLETICO PAULISTANO;;R   HONDURAS 1400 CL.ATHL.PAULISTANO;29/06/2018;;;LICIA MAHTUK FREITAS;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.10.700-00;2018-0.045.766-5;ALVARA DE AUTORIZACAO;04/05/2018;083.007.0070-6;NR3-04;;Z2.;ED FARIA LIMA 201;;INSTITUTO DE CIDADANIA EMPRESARIAL;;AV  BRIGADEIRO FARIA LIMA 201 TEATRO E VG;29/06/2018;MIRIAM ASSUMPCAO MATERAGGIA;;;;;;;
Junho;SMUL/SEGUR/DLR      ;PINHEIROS                     ;2018.10.702-00;2018-0.051.070-1;ALVARA DE AUTORIZACAO;17/05/2018;083.229.0080-5;NR3-04;;Z2.;JD. EUROPA;;ESPORTE CLUBE PINHEIROS;;AV  BRIGADEIRO FARIA LIMA 02484 ;29/06/2018;;;LUIZ ADAO BRUNELLI;;;;;
Junho;SMUL/SEGUR/DLR      ;PIRITUBA                      ;2018.06.424-01;2018-0.043.758-3;RENOVACAO DE ALVARA DE AUTORIZACAO;27/04/2018;214.016.0001-6;NR3-04;;Z7-002.;JD. PIRITUBA;;MARIO FERREIRA CASCÃO-CIRCO-ME;;AV  RAIMUNDO P.DE MAGALHAES 11001 SHOP. CANTAREIRA /;22/06/2018;ELY GOMES DOS SANTOS;;ELY GOMES DOS SANTOS;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTANA/ TUCURUVI              ;2018.08.875-00;2018-0.035.172-7;ALVARA DE AUTORIZACAO;04/04/2018;073.284.0002-1;NR3-04;;Z8-006.;SANTANA;;FERMENTO SOLUÇOES EM COMUNICAÇÃO LTDA;;AV  OLAVO FONTOURA 1209 ANHEMBI PAV.OESTE;05/06/2018;CLAUDIO RODRIGUES BEDUSCKI;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTANA/ TUCURUVI              ;2018.08.881-00;2018-0.027.428-5;ALVARA DE AUTORIZACAO;15/03/2018;073.283.0004-3;NR3-04;;Z8-006.;SANTANA;;INNER ENTERPRISES PRODUCOES E EVENTOS LTDA;;AV  OLAVO FONTOURA 1209 PAV.EXPOS.NORTE SUL;05/06/2018;MESAQUE MOTA BISPO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTANA/ TUCURUVI              ;2018.08.975-00;2018-0.023.206-0;ALVARA DE AUTORIZACAO;06/03/2018;073.284.0784-0;NR3-04;;Z8-006.;CENTRO DE FEIRAS E;;LA FORCE PRODUCTIONS LTDA EPP;;AV  ASSIS CHATEAUBRIAND 02212 ;06/06/2018;"ELY GOMES DOS SANTOS; JOAO INES GOMES";;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTANA/ TUCURUVI              ;2018.09.213-00;2018-0.045.614-6;ALVARA DE AUTORIZACAO;04/05/2018;073.283.0004-3;NR3-04;;Z8-006.;SANTANA;;ELU MARKETING E INTELIGENCIA EM EVENTOS LTDA;;AV  OLAVO FONTOURA 1209 PAV.EXPOS.NORTE SUL;08/06/2018;JOSE EDUARDO DO NASCIMENTO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTANA/ TUCURUVI              ;2018.09.975-00;2018-0.029.483-9;ALVARA DE AUTORIZACAO;21/03/2018;073.283.0004-3;NR3-04;;ZONA DE OCUPACAO ESPECIAL.;SANTANA;;D&M PROMOÇÕES E EVENTOS LTDA;;AV  OLAVO FONTOURA 1209 PAV.EXPOS.NORTE SUL;19/06/2018;FAUSTO ARANTES RECHE;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTANA/ TUCURUVI              ;2018.10.220-00;2018-0.042.057-5;ALVARA DE AUTORIZACAO;24/04/2018;073.284.0002-1;NR3-04;;Z8-006.;SANTANA;;TATICA - MARKETING ESPORTIVO EIRELI;;AV  OLAVO FONTOURA 1209 ANHEMBI PAV.OESTE;22/06/2018;JOSE EDUARDO DO NASCIMENTO;;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTANA/ TUCURUVI              ;2018.10.221-00;2018-0.038.440-4;ALVARA DE AUTORIZACAO;12/04/2018;073.284.0002-1;NR3-04;;Z8-006.;SANTANA;;LOVE LIFE ENTRETENIMENTO  - LTDA;;AV  OLAVO FONTOURA 1209 ANHEMBI PAV.OESTE;22/06/2018;"FLAVIO AMERICO CURTO JACOME DA PAZ; CLAUDIO RODRIGUES BEDUSCKI";;;;;;;
Junho;SMUL/SEGUR/DLR      ;SANTANA/ TUCURUVI              ;2018.10.222-00;2018-0.041.136-3;ALVARA DE AUTORIZACAO;20/04/2018;073.284.0002-1;NR3-04;;Z8-006.;SANTANA;;BELEZA DO BEM EVENTOS SPE LTDA;;AV  OLAVO FONTOURA 1209 ANHEMBI PAV.OESTE;22/06/2018;"CLAUDIO RODRIGUES BEDUSCKI                                  ; RUBENS GOMES BARBOSA";;;;;;;
